title,city,locality,bhk,areaSqft,floor,totalFloors,ageYears,furnishedStatus,facing,propertyType,listingType,price,verified,hot,sellerName,sellerPhone
"Spacious 2BHK Studio in Perambur","Chennai","Perambur","2","812","","14","19","Furnished","North-East","Studio","Buy","4313419","","","Rahul Sharma","+91-9876543210"
"Spacious 2BHK Apartment in T Nagar","Chennai","T Nagar","2","1387","19","22","4","Semi-Furnished","South-East","Apartment","Rent","32113","","","Rajesh Kumar","+91-9432109876"
"Luxurious 5BHK Builder Floor in Tambaram","Chennai","Tambaram","5","1876","14","19","24","Semi-Furnished","North","Builder Floor","Rent","51892","","","Rahul Sharma","+91-9876543210"
"Cozy 1BHK Studio in Sholinganallur","Chennai","Sholinganallur","1","973","8","17","15","Furnished","East","Studio","Buy","7874336","true","","Priya Singh","+91-9765432109"
"Cozy 1BHK Villa in Velachery","Chennai","Velachery","1","589","9","20","1","Unfurnished","North-West","Villa","Buy","4086053","true","","Amit Patel","+91-9654321098"
"Luxurious 4BHK Builder Floor in Chromepet","Chennai","Chromepet","4","1992","8","13","15","Furnished","South","Builder Floor","Buy","11535491","","","Rahul Sharma","+91-9876543210"
"Luxurious 5BHK Independent House in Nungambakkam","Chennai","Nungambakkam","5","2492","4","11","25","Furnished","North-East","Independent House","Buy","19255321","true","","Amit Patel","+91-9654321098"
"Spacious 3BHK Apartment in Ambattur","Chennai","Ambattur","3","1364","15","21","","Furnished","South","Apartment","Buy","8719693","true","","Rahul Sharma","+91-9876543210"
"Cozy 1BHK Studio in Porur","Chennai","Porur","1","693","19","19","8","Unfurnished","West","Studio","Buy","4603291","","","Amit Patel","+91-9654321098"
"Spacious 2BHK Builder Floor in Kodambakkam","Chennai","Kodambakkam","2","1275","20","29","21","Semi-Furnished","North-East","Builder Floor","Buy","9003518","","","Rajesh Kumar","+91-9432109876"
"Spacious 3BHK Independent House in Velachery","Chennai","Velachery","3","946","4","11","6","Semi-Furnished","South-West","Independent House","Buy","7505013","","","Priya Singh","+91-9765432109"
"Spacious 3BHK Studio in Guindy","Chennai","Guindy","3","885","3","17","10","Semi-Furnished","South-West","Studio","Rent","38027","true","true","Sunita Verma","+91-9543210987"
"Cozy 1BHK Independent House in Chromepet","Chennai","Chromepet","1","575","16","24","9","Unfurnished","North-East","Independent House","Buy","3410916","","","Sunita Verma","+91-9543210987"
"Luxurious 4BHK Apartment in T Nagar","Chennai","T Nagar","4","1137","14","26","2","Furnished","North-East","Apartment","Buy","12741655","","","Sunita Verma","+91-9543210987"
"Luxurious 4BHK Builder Floor in Vadapalani","Chennai","Vadapalani","4","1658","3","13","16","Furnished","North","Builder Floor","Rent","54984","true","","Priya Singh","+91-9765432109"
"Spacious 2BHK Builder Floor in Nungambakkam","Chennai","Nungambakkam","2","892","14","22","18","Unfurnished","South-East","Builder Floor","Rent","30499","","true","Sunita Verma","+91-9543210987"
"Luxurious 5BHK Studio in Ambattur","Chennai","Ambattur","5","2059","20","24","8","Furnished","South-West","Studio","Buy","12502492","","","Rahul Sharma","+91-9876543210"
"Cozy 1BHK Builder Floor in T Nagar","Chennai","T Nagar","1","1097","4","4","24","Furnished","North-East","Builder Floor","Rent","15681","true","","Amit Patel","+91-9654321098"
"Luxurious 5BHK Builder Floor in Vadapalani","Chennai","Vadapalani","5","2245","15","19","9","Unfurnished","West","Builder Floor","Rent","65076","true","true","Priya Singh","+91-9765432109"
"Luxurious 5BHK Builder Floor in T Nagar","Chennai","T Nagar","5","2533","14","26","9","Furnished","North","Builder Floor","Buy","26519899","true","true","Rajesh Kumar","+91-9432109876"
"Spacious 3BHK Independent House in T Nagar","Chennai","T Nagar","3","906","8","22","","Furnished","East","Independent House","Buy","10042425","true","true","Rajesh Kumar","+91-9432109876"
"Cozy 1BHK Villa in Sholinganallur","Chennai","Sholinganallur","1","932","18","22","2","Semi-Furnished","East","Villa","Buy","8346858","true","","Sunita Verma","+91-9543210987"
"Spacious 2BHK Apartment in Perambur","Chennai","Perambur","2","1326","7","11","9","Furnished","North","Apartment","Buy","9648742","","","Priya Singh","+91-9765432109"
"Spacious 2BHK Builder Floor in Adyar","Chennai","Adyar","2","746","13","23","1","Unfurnished","South-East","Builder Floor","Rent","35400","true","true","Sunita Verma","+91-9543210987"
"Luxurious 4BHK Independent House in Vadapalani","Chennai","Vadapalani","4","1498","14","22","2","Furnished","South","Independent House","Buy","12568580","","","Sunita Verma","+91-9543210987"
"Luxurious 4BHK Builder Floor in Ambattur","Chennai","Ambattur","4","1977","5","12","14","Furnished","North","Builder Floor","Rent","43411","","","Rajesh Kumar","+91-9432109876"
"Spacious 3BHK Apartment in Chromepet","Chennai","Chromepet","3","1492","17","18","5","Semi-Furnished","East","Apartment","Rent","30010","true","","Priya Singh","+91-9765432109"
"Spacious 3BHK Independent House in Guindy","Chennai","Guindy","3","930","8","14","8","Furnished","South-West","Independent House","Rent","42547","true","","Rahul Sharma","+91-9876543210"
"Spacious 3BHK Independent House in Adyar","Chennai","Adyar","3","1093","4","11","20","Semi-Furnished","North-West","Independent House","Buy","9045918","true","","Priya Singh","+91-9765432109"
"Cozy 1BHK Apartment in Porur","Chennai","Porur","1","909","14","24","12","Unfurnished","North","Apartment","Buy","5531077","true","","Rajesh Kumar","+91-9432109876"
"Cozy 1BHK Villa in Mylapore","Chennai","Mylapore","1","1093","19","34","25","Semi-Furnished","South-West","Villa","Rent","15764","true","","Priya Singh","+91-9765432109"
"Spacious 3BHK Villa in Chromepet","Chennai","Chromepet","3","1515","2","9","4","Semi-Furnished","East","Villa","Rent","31285","true","","Sunita Verma","+91-9543210987"
"Spacious 2BHK Independent House in Chromepet","Chennai","Chromepet","2","1145","7","11","16","Unfurnished","North-West","Independent House","Buy","5407603","true","","Priya Singh","+91-9765432109"
"Luxurious 4BHK Independent House in Ambattur","Chennai","Ambattur","4","1456","4","16","8","Unfurnished","South-East","Independent House","Rent","33281","","true","Priya Singh","+91-9765432109"
"Cozy 1BHK Apartment in Perambur","Chennai","Perambur","1","678","19","22","5","Furnished","South","Apartment","Buy","4823251","true","","Sunita Verma","+91-9543210987"
"Spacious 3BHK Studio in Guindy","Chennai","Guindy","3","1185","3","6","11","Semi-Furnished","North","Studio","Buy","8450494","true","","Rahul Sharma","+91-9876543210"
"Spacious 3BHK Studio in Ambattur","Chennai","Ambattur","3","1681","17","25","14","Semi-Furnished","North","Studio","Buy","9281110","","","Amit Patel","+91-9654321098"
"Luxurious 5BHK Apartment in Ambattur","Chennai","Ambattur","5","2211","10","13","6","Furnished","South","Apartment","Buy","14828016","","true","Amit Patel","+91-9654321098"
"Luxurious 5BHK Apartment in Vadapalani","Chennai","Vadapalani","5","2111","19","33","11","Furnished","East","Apartment","Buy","15865567","true","","Priya Singh","+91-9765432109"
"Spacious 2BHK Apartment in Nungambakkam","Chennai","Nungambakkam","2","1045","3","10","2","Unfurnished","West","Apartment","Rent","30408","","","Rajesh Kumar","+91-9432109876"
"Luxurious 4BHK Builder Floor in Anna Nagar","Chennai","Anna Nagar","4","1092","10","25","16","Unfurnished","North-East","Builder Floor","Rent","52288","","","Rahul Sharma","+91-9876543210"
"Cozy 1BHK Builder Floor in Kodambakkam","Chennai","Kodambakkam","1","552","12","19","9","Furnished","West","Builder Floor","Buy","4921958","","","Amit Patel","+91-9654321098"
"Spacious 3BHK Builder Floor in Adyar","Chennai","Adyar","3","1135","13","18","12","Unfurnished","East","Builder Floor","Rent","50689","true","","Sunita Verma","+91-9543210987"
"Cozy 1BHK Builder Floor in Mylapore","Chennai","Mylapore","1","1096","7","19","18","Unfurnished","South","Builder Floor","Buy","8061937","true","","Amit Patel","+91-9654321098"
"Spacious 3BHK Villa in Tambaram","Chennai","Tambaram","3","941","11","16","13","Unfurnished","North","Villa","Buy","4998031","","true","Rahul Sharma","+91-9876543210"
"Spacious 2BHK Independent House in Anna Nagar","Chennai","Anna Nagar","2","778","5","6","21","Unfurnished","North-East","Independent House","Buy","5161800","true","","Rajesh Kumar","+91-9432109876"
"Cozy 1BHK Villa in Anna Nagar","Chennai","Anna Nagar","1","587","18","25","16","Unfurnished","South-East","Villa","Buy","4612802","","","Amit Patel","+91-9654321098"
"Luxurious 5BHK Builder Floor in Porur","Chennai","Porur","5","2174","11","19","1","Semi-Furnished","South-East","Builder Floor","Buy","17102303","","true","Rahul Sharma","+91-9876543210"
"Spacious 3BHK Apartment in Chromepet","Chennai","Chromepet","3","1275","20","21","22","Furnished","South","Apartment","Buy","6887762","true","","Sunita Verma","+91-9543210987"
"Spacious 3BHK Independent House in Sholinganallur","Chennai","Sholinganallur","3","1311","20","20","22","Unfurnished","West","Independent House","Rent","38460","true","","Amit Patel","+91-9654321098"
"Spacious 3BHK Villa in Adyar","Chennai","Adyar","3","1161","15","28","25","Furnished","North-East","Villa","Buy","10621927","true","","Rajesh Kumar","+91-9432109876"
"Luxurious 4BHK Builder Floor in Adyar","Chennai","Adyar","4","1283","17","20","3","Semi-Furnished","North-East","Builder Floor","Buy","13649611","true","","Sunita Verma","+91-9543210987"
"Cozy 1BHK Builder Floor in Sholinganallur","Chennai","Sholinganallur","1","895","3","17","10","Semi-Furnished","North-East","Builder Floor","Buy","6212529","","","Priya Singh","+91-9765432109"
"Spacious 3BHK Builder Floor in Vadapalani","Chennai","Vadapalani","3","1048","3","15","23","Furnished","South-West","Builder Floor","Buy","6911872","true","","Amit Patel","+91-9654321098"
"Luxurious 4BHK Builder Floor in Kodambakkam","Chennai","Kodambakkam","4","2100","16","17","15","Semi-Furnished","North","Builder Floor","Buy","15263204","true","","Amit Patel","+91-9654321098"
"Spacious 3BHK Apartment in Anna Nagar","Chennai","Anna Nagar","3","1802","18","25","14","Furnished","East","Apartment","Buy","16836300","","","Priya Singh","+91-9765432109"
"Cozy 1BHK Independent House in T Nagar","Chennai","T Nagar","1","661","15","28","18","Semi-Furnished","North-East","Independent House","Buy","5003227","","","Rahul Sharma","+91-9876543210"
"Spacious 2BHK Builder Floor in T Nagar","Chennai","T Nagar","2","1442","15","28","21","Semi-Furnished","North-West","Builder Floor","Buy","11517138","true","","Priya Singh","+91-9765432109"
"Cozy 1BHK Studio in Tambaram","Chennai","Tambaram","1","1074","15","15","20","Semi-Furnished","North-West","Studio","Buy","5826434","true","","Amit Patel","+91-9654321098"
"Luxurious 5BHK Apartment in Porur","Chennai","Porur","5","2367","5","19","","Furnished","North-East","Apartment","Buy","20816165","","","Rajesh Kumar","+91-9432109876"
"Spacious 2BHK Independent House in Perambur","Chennai","Perambur","2","819","16","24","17","Unfurnished","South-East","Independent House","Rent","18605","","","Sunita Verma","+91-9543210987"
"Spacious 3BHK Apartment in Kodambakkam","Chennai","Kodambakkam","3","1579","10","11","24","Unfurnished","South-West","Apartment","Buy","9188672","true","","Priya Singh","+91-9765432109"
"Spacious 3BHK Independent House in Anna Nagar","Chennai","Anna Nagar","3","1516","11","22","20","Furnished","East","Independent House","Rent","44889","","","Rahul Sharma","+91-9876543210"
"Spacious 3BHK Apartment in Nungambakkam","Chennai","Nungambakkam","3","1454","20","21","","Semi-Furnished","South-West","Apartment","Rent","51109","","true","Amit Patel","+91-9654321098"
"Spacious 2BHK Studio in Anna Nagar","Chennai","Anna Nagar","2","1292","12","27","8","Unfurnished","South","Studio","Rent","28326","true","","Sunita Verma","+91-9543210987"
"Spacious 3BHK Independent House in Nungambakkam","Chennai","Nungambakkam","3","1103","20","24","15","Unfurnished","North-West","Independent House","Rent","48935","true","","Priya Singh","+91-9765432109"
"Spacious 3BHK Villa in Adyar","Chennai","Adyar","3","1796","4","17","15","Unfurnished","South-East","Villa","Buy","15338366","","","Priya Singh","+91-9765432109"
"Spacious 3BHK Builder Floor in Porur","Chennai","Porur","3","1296","11","23","20","Unfurnished","North-East","Builder Floor","Buy","7692354","true","","Sunita Verma","+91-9543210987"
"Spacious 3BHK Villa in Perambur","Chennai","Perambur","3","1592","13","23","18","Furnished","North-East","Villa","Rent","32941","true","","Amit Patel","+91-9654321098"
"Spacious 2BHK Villa in T Nagar","Chennai","T Nagar","2","1225","13","22","15","Semi-Furnished","West","Villa","Rent","31844","true","","Sunita Verma","+91-9543210987"
"Spacious 3BHK Apartment in Ambattur","Chennai","Ambattur","3","1145","11","25","19","Unfurnished","South-East","Apartment","Buy","5093810","true","true","Rahul Sharma","+91-9876543210"
"Luxurious 5BHK Builder Floor in Perambur","Chennai","Perambur","5","2147","16","31","4","Furnished","North-West","Builder Floor","Buy","16462539","true","","Rajesh Kumar","+91-9432109876"
"Spacious 2BHK Studio in T Nagar","Chennai","T Nagar","2","928","","9","16","Unfurnished","North","Studio","Rent","29500","true","true","Sunita Verma","+91-9543210987"
"Spacious 2BHK Builder Floor in Sholinganallur","Chennai","Sholinganallur","2","1392","14","24","16","Semi-Furnished","North-West","Builder Floor","Rent","25854","","","Rajesh Kumar","+91-9432109876"
"Cozy 1BHK Independent House in Sholinganallur","Chennai","Sholinganallur","1","1047","7","13","6","Semi-Furnished","North","Independent House","Buy","8136940","true","","Rahul Sharma","+91-9876543210"
"Luxurious 5BHK Villa in Sholinganallur","Chennai","Sholinganallur","5","1258","17","26","15","Unfurnished","West","Villa","Buy","8877975","","true","Sunita Verma","+91-9543210987"
"Spacious 2BHK Apartment in Tambaram","Chennai","Tambaram","2","989","","12","2","Unfurnished","North","Apartment","Rent","19199","true","","Rajesh Kumar","+91-9432109876"
"Spacious 3BHK Apartment in Tambaram","Chennai","Tambaram","3","906","16","20","21","Furnished","South-East","Apartment","Buy","5108750","","","Rahul Sharma","+91-9876543210"
"Luxurious 5BHK Independent House in Tambaram","Chennai","Tambaram","5","1880","19","24","23","Semi-Furnished","East","Independent House","Buy","8825526","true","","Rahul Sharma","+91-9876543210"
"Cozy 1BHK Apartment in Nungambakkam","Chennai","Nungambakkam","1","842","8","15","14","Semi-Furnished","North-West","Apartment","Buy","8105155","true","true","Rahul Sharma","+91-9876543210"
"Spacious 2BHK Builder Floor in Perambur","Chennai","Perambur","2","995","15","23","9","Unfurnished","North-West","Builder Floor","Buy","5528040","true","true","Rajesh Kumar","+91-9432109876"
"Luxurious 4BHK Apartment in Nungambakkam","Chennai","Nungambakkam","4","1795","8","23","","Semi-Furnished","South-East","Apartment","Buy","18668145","true","true","Rajesh Kumar","+91-9432109876"
"Cozy 1BHK Studio in T Nagar","Chennai","T Nagar","1","572","","15","18","Unfurnished","North","Studio","Rent","14170","true","","Sunita Verma","+91-9543210987"
"Cozy 1BHK Villa in Chromepet","Chennai","Chromepet","1","982","1","11","21","Unfurnished","North-East","Villa","Rent","9462","true","","Priya Singh","+91-9765432109"
"Spacious 2BHK Independent House in Perambur","Chennai","Perambur","2","1314","20","35","19","Unfurnished","North-West","Independent House","Buy","6395091","true","true","Rahul Sharma","+91-9876543210"
"Luxurious 5BHK Studio in Guindy","Chennai","Guindy","5","1315","18","19","6","Furnished","North-East","Studio","Buy","11621955","","","Rahul Sharma","+91-9876543210"
"Spacious 3BHK Independent House in Guindy","Chennai","Guindy","3","1174","19","25","","Semi-Furnished","West","Independent House","Buy","9388848","true","true","Amit Patel","+91-9654321098"
"Cozy 1BHK Apartment in Mylapore","Chennai","Mylapore","1","793","15","20","8","Semi-Furnished","South-East","Apartment","Buy","7522302","true","","Rajesh Kumar","+91-9432109876"
"Luxurious 4BHK Studio in Vadapalani","Chennai","Vadapalani","4","1191","12","18","13","Furnished","South","Studio","Buy","9686100","","","Rahul Sharma","+91-9876543210"
"Cozy 1BHK Studio in Guindy","Chennai","Guindy","1","1137","2","6","8","Unfurnished","North","Studio","Buy","8367367","true","","Priya Singh","+91-9765432109"
"Spacious 2BHK Studio in Kasba","Kolkata","Kasba","2","1073","14","24","5","Unfurnished","West","Studio","Buy","5490764","true","","Sunita Verma","+91-9543210987"
